type,category,question,options,answer,difficulty,explanation
va,error_spotting,Identify the part that contains a grammatical error: 'The team / has / reach the finals.',"[""The team"", ""has"", ""reach the finals"", ""No Error""]",C,easy,The verb 'reach' should be in the base form to agree with the subject-verb agreement.
va,error_spotting,Identify the part that contains a grammatical error: 'The new employee / has / been hired already.',"[""The new employee"", ""has"", ""been hired already"", ""No Error""]",C,easy,The verb 'been' should be in the past participle form to agree with the subject-verb agreement.
va,error_spotting,Identify the part that contains a grammatical error: 'The manager / is / giving a speech.',"[""The manager"", ""is"", ""giving a speech"", ""No Error""]",C,easy,The verb 'giving' should be in the gerund form to agree with the subject-verb agreement.
va,error_spotting,Identify the part that contains a grammatical error: 'The new policy / will affect / the employees.',"[""The new policy"", ""will affect"", ""the employees"", ""No Error""]",B,easy,The verb 'affect' should be in the base form to agree with the subject-verb agreement.
va,error_spotting,Identify the part that contains a grammatical error: 'The students / are / going to the library to read.',"[""The students"", ""are"", ""going to the library to read"", ""No Error""]",B,easy,The verb 'are' should be in the present tense to agree with the subject-verb agreement.
va,error_spotting,Identify the part that contains a grammatical error: 'The new employee / has / been hired already.',"[""The new employee"", ""has"", ""been hired already"", ""No Error""]",C,easy,The verb 'been' should be in the past participle form to agree with the subject-verb agreement.
va,error_spotting,Identify the part that contains a grammatical error: 'The manager / is / giving a speech.',"[""The manager"", ""is"", ""giving a speech"", ""No Error""]",C,easy,The verb 'giving' should be in the gerund form to agree with the subject-verb agreement.
va,error_spotting,Identify the part that contains a grammatical error: 'The new policy / will affect / the employees.',"[""The new policy"", ""will affect"", ""the employees"", ""No Error""]",B,easy,The verb 'affect' should be in the base form to agree with the subject-verb agreement.
va,error_spotting,Identify the part that contains a grammatical error: 'The students / are / going to the library to read.',"[""The students"", ""are"", ""going to the library to read"", ""No Error""]",B,easy,The verb 'are' should be in the present tense to agree with the subject-verb agreement.
va,error_spotting,Identify the part that contains a grammatical error: 'The manager / has / attended the meeting.',"[""The manager"", ""has"", ""attended the meeting"", ""No Error""]",C,easy,The verb 'attended' should be in the past participle form to agree with the subject-verb agreement.
va,error_spotting,Identify the part that contains a grammatical error: 'The new employee / is / being trained.',"[""The new employee"", ""is"", ""being trained"", ""No Error""]",C,easy,The verb 'being' should be in the gerund form to agree with the subject-verb agreement.
va,error_spotting,Identify the part that contains a grammatical error: 'The company / has / been in business for 10 years.',"[""The company"", ""has"", ""been in business for 10 years"", ""No Error""]",B,easy,The verb 'has' should be in the present perfect tense to agree with the subject-verb agreement.
va,error_spotting,Identify the part that contains a grammatical error: 'The team / is / going to the playoffs.',"[""The team"", ""is"", ""going to the playoffs"", ""No Error""]",C,easy,The verb 'is' should be in the present tense to agree with the subject-verb agreement.
va,error_spotting,Identify the part that contains a grammatical error: 'The new policy / will affect / the employees.',"[""The new policy"", ""will affect"", ""the employees"", ""No Error""]",B,easy,The verb 'affect' should be in the base form to agree with the subject-verb agreement.
va,error_spotting,Identify the part that contains a grammatical error: 'The manager / has / attended the meeting.',"[""The manager"", ""has"", ""attended the meeting"", ""No Error""]",C,easy,The verb 'attended' should be in the past participle form to agree with the subject-verb agreement.
va,error_spotting,Identify the part that contains a grammatical error: 'The company / has been growing / very rapidly.',"[""The company"", ""has been growing"", ""very rapidly"", ""No Error""]",C,easy,The word 'rapidly' is an adverb and should be placed after the verb 'growing' to modify it correctly.
va,error_spotting,Identify the part that contains a grammatical error: 'The team / are winning / the championship.',"[""The team"", ""are winning"", ""the championship"", ""No Error""]",A,easy,The word 'team' is a collective noun and should take a singular verb 'is' in this context.
va,error_spotting,Identify the part that contains a grammatical error: 'The player / has scored / many goals already.',"[""The player"", ""has scored"", ""many goals already"", ""No Error""]",C,easy,The phrase 'many goals already' is a plural noun phrase and should be followed by a plural verb 'have scored' in this context.
va,error_spotting,Identify the part that contains a grammatical error: 'The city / is very / dirty.',"[""The city"", ""is very"", ""dirty"", ""No Error""]",B,easy,The word 'dirty' is an adjective and should be placed after the verb 'is' to modify the city correctly.
va,error_spotting,Identify the part that contains a grammatical error: 'The manager / has made / many good decisions.',"[""The manager"", ""has made"", ""many good decisions"", ""No Error""]",C,easy,The phrase 'many good decisions' is a plural noun phrase and should be followed by a plural verb 'have made' in this context.
va,error_spotting,Identify the part that contains a grammatical error: 'The new employee / has been / working here for two years.',"[""The new employee"", ""has been"", ""working here for two years"", ""No Error""]",B,easy,The phrase 'working here for two years' is a present participle phrase and should be followed by a verb 'is working' in this context.
va,error_spotting,Identify the part that contains a grammatical error: 'The teacher / teaches / many subjects.',"[""The teacher"", ""teaches"", ""many subjects"", ""No Error""]",C,easy,The phrase 'many subjects' is a plural noun phrase and should be followed by a plural verb 'teach' in this context.
va,error_spotting,Identify the part that contains a grammatical error: 'The company / has been growing / rapidly.',"[""The company"", ""has been growing"", ""rapidly"", ""No Error""]",C,easy,The word 'rapidly' is an adverb and should be placed after the verb 'growing' to modify it correctly.
va,error_spotting,Identify the part that contains a grammatical error: 'The team / are winning / the championship title.',"[""The team"", ""are winning"", ""the championship title"", ""No Error""]",A,easy,The word 'team' is a collective noun and should take a singular verb 'is' in this context.
va,error_spotting,Identify the part that contains a grammatical error: 'The new employee / is / very friendly.',"[""The new employee"", ""is"", ""very friendly"", ""No Error""]",B,easy,The word 'friendly' is an adjective and should be placed after the verb 'is' to modify the employee correctly.
va,error_spotting,Identify the part that contains a grammatical error: 'The manager / has made / good decisions.',"[""The manager"", ""has made"", ""good decisions"", ""No Error""]",C,easy,The phrase 'good decisions' is a plural noun phrase and should be followed by a plural verb 'have made' in this context.
va,error_spotting,Identify the part that contains a grammatical error: 'The teacher / teaches / subjects to the students.',"[""The teacher"", ""teaches"", ""subjects to the students"", ""No Error""]",C,easy,The phrase 'subjects to the students' is a plural noun phrase and should be followed by a plural verb 'teach' in this context.
va,error_spotting,Identify the part that contains a grammatical error: 'The new employee / has been / working here for a long time.',"[""The new employee"", ""has been"", ""working here for a long time"", ""No Error""]",B,easy,The phrase 'working here for a long time' is a present participle phrase and should be followed by a verb 'is working' in this context.
va,error_spotting,Identify the part that contains a grammatical error: 'The company / has been growing / very fast.',"[""The company"", ""has been growing"", ""very fast"", ""No Error""]",C,easy,The word 'fast' is an adverb and should be placed after the verb 'growing' to modify it correctly.
va,error_spotting,Identify the part that contains a grammatical error: 'The team / is winning / the championship.',"[""The team"", ""is winning"", ""the championship"", ""No Error""]",A,easy,The word 'team' is a collective noun and should take a singular verb 'is' in this context.
va,error_spotting,Identify the part that contains a grammatical error: 'The teacher / has taught / many subjects.',"[""The teacher"", ""has taught"", ""many subjects"", ""No Error""]",C,easy,The phrase 'many subjects' is a plural noun phrase and should be followed by a plural verb 'have taught' in this context.
va,error_spotting,The new / employee / was given a warm welcome.,"[""The new"", ""employee"", ""was given a warm welcome"", ""No Error""]",C,medium,"A warm welcome is a singular noun and should be preceded by 'a', not 'the'."
va,error_spotting,The company / has been in business / for over a hundred years.,"[""The company"", ""has been in business"", ""for over a hundred years"", ""No Error""]",C,medium,"The phrase 'for over a hundred years' is a singular phrase and should be preceded by 'for', not 'for over a'."
va,error_spotting,Neither the manager / nor the employee / are responsible for the mistake.,"[""Neither the manager"", ""nor the employee"", ""are responsible for the mistake"", ""No Error""]",C,medium,"The word 'neither' implies a singular subject, so the verb 'is' should be used instead of 'are'."
va,error_spotting,The team / has been working / on this project all evening.,"[""The team"", ""has been working"", ""on this project all evening"", ""No Error""]",B,medium,The word 'team' is a collective noun and should take a singular verb 'has' in this context.
va,error_spotting,The new employee / was given / a lot of help by her colleagues.,"[""The new employee"", ""was given"", ""a lot of help by her colleagues"", ""No Error""]",C,medium,"The phrase 'a lot of help' is a singular phrase and should be preceded by 'a', not 'the'."
va,error_spotting,The company / has / been in business for over a hundred years.,"[""The company"", ""has"", ""been in business for over a hundred years"", ""No Error""]",B,medium,"The verb 'has been' should be used in this context, not just 'has'."
va,error_spotting,The new / employee / was given a lot of help by his colleagues.,"[""The new"", ""employee"", ""was given a lot of help by his colleagues"", ""No Error""]",C,medium,"The word 'new' is an adjective and should be preceded by 'a', not 'the'."
va,error_spotting,The employee / has / been with the company for over five years.,"[""The employee"", ""has"", ""been with the company for over five years"", ""No Error""]",C,medium,"The phrase 'with the company' is a singular phrase and should be preceded by 'with', not 'with the'."
va,error_spotting,The new employee / was given / a lot of help by the team.,"[""The new employee"", ""was given"", ""a lot of help by the team"", ""No Error""]",C,medium,"The phrase 'a lot of help' is a singular phrase and should be preceded by 'a', not 'the'."
va,error_spotting,The team / has been working / on this project all week.,"[""The team"", ""has been working"", ""on this project all week"", ""No Error""]",B,medium,The word 'team' is a collective noun and should take a singular verb 'has' in this context.
va,error_spotting,Neither / the manager / nor the employee are responsible for the mistake.,"[""Neither"", ""the manager"", ""nor the employee are responsible for the mistake"", ""No Error""]",C,medium,"The word 'neither' implies a singular subject, so the verb 'is' should be used instead of 'are'."
va,error_spotting,The team / has been working / on this project all morning.,"[""The team"", ""has been working"", ""on this project all morning"", ""No Error""]",B,medium,The word 'team' is a collective noun and should take a singular verb 'has' in this context.
va,error_spotting,The new employee / was given / a lot of help by the manager.,"[""The new employee"", ""was given"", ""a lot of help by the manager"", ""No Error""]",C,medium,"The phrase 'a lot of help' is a singular phrase and should be preceded by 'a', not 'the'."
va,error_spotting,The employee / has / been with the company for over ten years.,"[""The employee"", ""has"", ""been with the company for over ten years"", ""No Error""]",C,medium,"The phrase 'with the company' is a singular phrase and should be preceded by 'with', not 'with the'."
va,error_spotting,The team / has / been working on this project all day.,"[""The team"", ""has"", ""been working on this project all day"", ""No Error""]",B,medium,The word 'team' is a collective noun and should take a singular verb 'has' in this context.
va,error_spotting,Neither / the manager / nor the employee is responsible for the mistake.,"[""Neither"", ""the manager"", ""nor the employee is responsible for the mistake"", ""No Error""]",C,medium,"The word 'neither' implies a singular subject, so the verb 'is' should be used instead of 'are'."
va,error_spotting,The manager / is / responsible for the project.,"[""The manager"", ""is"", ""responsible for the project"", ""No Error""]",C,medium,"The phrase 'responsible for the project' is a singular phrase and should be preceded by 'responsible for', not 'responsible'."
va,error_spotting,Identify the part that contains a grammatical error: 'Neither the manager nor / the staff / are responsible for this incident.',"[""Neither the manager nor"", ""the staff"", ""are responsible for this incident"", ""No Error""]",C,medium,The verb should be in the singular form 'is' to agree with the singular subject 'the staff'.
va,error_spotting,Identify the part that contains a grammatical error: 'The company / has / been in business for over 50 years.',"[""The company"", ""has"", ""been in business for over 50 years"", ""No Error""]",C,medium,The phrase 'in business' is an infinitive phrase and should not be followed by 'been' which is in the past participle tense.
va,error_spotting,Identify the part that contains a grammatical error: 'The new policy / will be implemented / by the management team.',"[""The new policy"", ""will be implemented"", ""by the management team"", ""No Error""]",B,medium,The phrase 'by the management team' is a prepositional phrase and should not be used here as it disrupts the sentence flow.
va,error_spotting,Identify the part that contains a grammatical error: 'The company / is going to / launch a new product next quarter.',"[""The company"", ""is going to"", ""launch a new product next quarter"", ""No Error""]",C,medium,The verb 'launch' should be in the gerund form 'launching' to agree with the main verb 'is going to'.
va,error_spotting,Identify the part that contains a grammatical error: 'The team / have / reached a unanimous decision.',"[""The team"", ""have"", ""reached a unanimous decision"", ""No Error""]",B,medium,The word 'team' is a collective noun and should take a singular verb 'has' in this context of a unanimous decision.
va,error_spotting,Identify the part that contains a grammatical error: 'The new employee / is very / enthusiastic about her new role.',"[""The new employee"", ""is very"", ""enthusiastic about her new role"", ""No Error""]",C,medium,The adjective 'very' should be placed before the adverb 'enthusiastic' to maintain a consistent sentence structure.
va,error_spotting,Identify the part that contains a grammatical error: 'The company / will be moving / to a new office building.',"[""The company"", ""will be moving"", ""to a new office building"", ""No Error""]",B,medium,The phrase 'to a new office building' is a prepositional phrase and should not be used here as it disrupts the sentence flow.
va,error_spotting,Identify the part that contains a grammatical error: 'The students / are going to / the library to study.',"[""The students"", ""are going to"", ""the library to study"", ""No Error""]",C,medium,The phrase 'to the library' is an infinitive phrase and should not be followed by 'going to' which is in the present continuous tense.
va,error_spotting,Identify the part that contains a grammatical error: 'The manager / has / been working for the company for over 10 years.',"[""The manager"", ""has"", ""been working for the company for over 10 years"", ""No Error""]",B,medium,The verb 'has' should be followed by a singular verb 'has been' to agree with the singular subject 'the manager'.
va,error_spotting,Identify the part that contains a grammatical error: 'The new policy / will be implemented / by the management.',"[""The new policy"", ""will be implemented"", ""by the management"", ""No Error""]",B,medium,The phrase 'by the management' is a prepositional phrase and should not be used here as it disrupts the sentence flow.
va,error_spotting,Identify the part that contains a grammatical error: 'The company / is going to / announce its new product next quarter.',"[""The company"", ""is going to"", ""announce its new product next quarter"", ""No Error""]",B,medium,The verb 'announce' should be in the gerund form 'announcing' to agree with the main verb 'is going to'.
va,error_spotting,Identify the part that contains a grammatical error: 'The new employee / has / been very enthusiastic about her new role.',"[""The new employee"", ""has"", ""been very enthusiastic about her new role"", ""No Error""]",B,medium,The verb 'has' should be followed by a singular verb 'has been' to agree with the singular subject 'the new employee'.
va,error_spotting,Identify the part that contains a grammatical error: 'The company / will be moving / to a new location.',"[""The company"", ""will be moving"", ""to a new location"", ""No Error""]",B,medium,The phrase 'to a new location' is a prepositional phrase and should not be used here as it disrupts the sentence flow.
va,error_spotting,Identify the part that contains a grammatical error: 'The students / are going to / the library to study for their exams.',"[""The students"", ""are going to"", ""the library to study for their exams"", ""No Error""]",C,medium,The phrase 'to study for their exams' is an infinitive phrase and should not be followed by 'going to' which is in the present continuous tense.
va,error_spotting,Identify the part that contains a grammatical error: 'The manager / has / been working for the company for over 20 years.',"[""The manager"", ""has"", ""been working for the company for over 20 years"", ""No Error""]",B,medium,The verb 'has' should be followed by a singular verb 'has been' to agree with the singular subject 'the manager'.
va,error_spotting,The team / has won / several awards.,"[""The team"", ""has won"", ""several awards"", ""No Error""]",B,medium,The word 'team' is a collective noun and should take a singular verb 'has' in this context of a singular subject.
va,error_spotting,Either / are / you coming to the party.,"[""Either"", ""are"", ""you coming to the party"", ""No Error""]",B,medium,The singular subject 'either' requires a singular verb 'is'.
va,error_spotting,The new / employee / was very happy to be here.,"[""The new"", ""employee"", ""was very happy to be here"", ""No Error""]",B,medium,The adjective 'new' requires a singular noun 'employee'.
va,error_spotting,The manager / give / the team a lot of support.,"[""The manager"", ""give"", ""the team a lot of support"", ""No Error""]",B,medium,The subject 'manager' requires a singular verb 'gives' in this context.
va,error_spotting,The committee / has / been working on this project for months.,"[""The committee"", ""has"", ""been working on this project for months"", ""No Error""]",C,medium,The verb 'has' should be 'have' because it is a plural subject 'committee'.
va,error_spotting,The teacher / asked the students / to read the book.,"[""The teacher"", ""asked the students"", ""to read the book"", ""No Error""]",B,medium,The verb 'asked' should be 'asks' because it is a plural subject 'students'.
va,error_spotting,The company / has / been in business for twenty years.,"[""The company"", ""has"", ""been in business for twenty years"", ""No Error""]",C,medium,The verb 'has' should be 'have' because it is a plural subject 'company'.
va,error_spotting,Neither / are / you coming to the party.,"[""Neither"", ""are"", ""you coming to the party"", ""No Error""]",B,medium,The singular subject 'neither' requires a singular verb 'is'.
va,error_spotting,The manager / has / been working late every night.,"[""The manager"", ""has"", ""been working late every night"", ""No Error""]",C,medium,The verb 'has' should be 'have' because it is a plural subject 'manager'.
va,error_spotting,The team / has / been working on this project for months.,"[""The team"", ""has"", ""been working on this project for months"", ""No Error""]",B,medium,The verb 'has' should be 'have' because it is a plural subject 'team'.
va,error_spotting,The new / employee / was very happy to be here.,"[""The new"", ""employee"", ""was very happy to be here"", ""No Error""]",B,medium,The adjective 'new' requires a singular noun 'employee'.
va,error_spotting,The manager / give / the team a lot of support.,"[""The manager"", ""give"", ""the team a lot of support"", ""No Error""]",B,medium,The subject 'manager' requires a singular verb 'gives' in this context.
va,error_spotting,The teacher / asked the students / to read the book.,"[""The teacher"", ""asked the students"", ""to read the book"", ""No Error""]",B,medium,The verb 'asked' should be 'asks' because it is a plural subject 'students'.
va,error_spotting,The company / has / been in business for twenty years.,"[""The company"", ""has"", ""been in business for twenty years"", ""No Error""]",C,medium,The verb 'has' should be 'have' because it is a plural subject 'company'.
va,error_spotting,Neither / are / you coming to the party?,"[""Neither"", ""are"", ""you coming to the party"", ""No Error""]",B,medium,The singular subject 'neither' requires a singular verb 'is'.
va,error_spotting,The manager / give / the team a lot of support?,"[""The manager"", ""give"", ""the team a lot of support"", ""No Error""]",B,medium,The subject 'manager' requires a singular verb 'gives' in this context.
va,error_spotting,The teacher / asked the students / to read the book?,"[""The teacher"", ""asked the students"", ""to read the book"", ""No Error""]",B,medium,The verb 'asked' should be 'asks' because it is a plural subject 'students'.
va,error_spotting,The new / employee / was very happy to be here?,"[""The new"", ""employee"", ""was very happy to be here"", ""No Error""]",B,medium,The adjective 'new' requires a singular noun 'employee'.
va,error_spotting,The manager / has / been working late every night?,"[""The manager"", ""has"", ""been working late every night"", ""No Error""]",B,medium,The verb 'has' should be 'have' because it is a plural subject 'manager'.
va,error_spotting,The company / is / expecting a significant profit.,"[""The company"", ""is"", ""expecting a significant profit"", ""No Error""]",B,hard,The verb 'is' should be 'are' because the subject 'company' is a collective noun and 'are' is the correct plural verb form to use with it.
va,error_spotting,The new policy / will be / adopted by the committee.,"[""The new policy"", ""will be"", ""adopted by the committee"", ""No Error""]",C,hard,"The verb 'will be' should be 'will have been' because the subject 'policy' is a noun that refers to a future action in the past tense, so the verb should also be in the past perfect tense."
va,error_spotting,The manager / has been / looking for a new employee.,"[""The manager"", ""has been"", ""looking for a new employee"", ""No Error""]",A,hard,The word 'manager' is a singular noun and should take a singular verb 'has been' in this context.
va,error_spotting,The team / are / working on the project.,"[""The team"", ""are"", ""working on the project"", ""No Error""]",C,medium,The verb 'are' should be 'is' because the subject 'team' is a collective noun and 'is' is the correct singular verb form to use with it.
va,error_spotting,The company / have been / facing financial difficulties.,"[""The company"", ""have been"", ""facing financial difficulties"", ""No Error""]",A,hard,The word 'company' is a singular noun and should take a singular verb 'has been' in this context.
va,error_spotting,The students / were / studying for the exam.,"[""The students"", ""were"", ""studying for the exam"", ""No Error""]",C,medium,"The verb 'were' should be 'was' because the subject 'student' is a singular noun and 'was' is the correct singular verb form to use with it, but the context is plural."
va,error_spotting,The new policy / will be / adopted by the committee next month.,"[""The new policy"", ""will be"", ""adopted by the committee next month"", ""No Error""]",C,hard,The phrase 'next month' is a prepositional phrase that should be separated from the verb 'adopted'. The correct sentence would be 'The new policy will be adopted by the committee next month'.
va,error_spotting,The manager / has / been working on the project.,"[""The manager"", ""has"", ""been working on the project"", ""No Error""]",B,hard,The verb 'has' should be 'has been' because the subject 'manager' is a singular noun and the verb should also be in the past perfect tense to match the subject.
va,error_spotting,The team / is / very excited to win the game.,"[""The team"", ""is"", ""very excited to win the game"", ""No Error""]",C,hard,The phrase 'very excited to win the game' is a dangling modifier because it doesn't clearly specify who is excited. The correct sentence would be 'The team is very excited to win the game'.
va,error_spotting,The new employee / has / been working here for two years.,"[""The new employee"", ""has"", ""been working here for two years"", ""No Error""]",A,hard,The word 'new' is a modifier that should be separated from the subject 'employee'. The correct sentence would be 'The employee has been working here for two years'.
va,error_spotting,The company / is / expecting a significant profit this year.,"[""The company"", ""is"", ""expecting a significant profit this year"", ""No Error""]",B,hard,The phrase 'this year' is a prepositional phrase that should be separated from the verb 'is'. The correct sentence would be 'The company is expecting a significant profit this year'.
va,error_spotting,The team / have / been working on the project for months.,"[""The team"", ""have"", ""been working on the project for months"", ""No Error""]",A,hard,The word 'team' is a collective noun and should take a singular verb 'has' in this context of a team working together.
va,error_spotting,The new policy / will be adopted / by the committee next month.,"[""The new policy"", ""will be adopted"", ""by the committee next month"", ""No Error""]",A,hard,The subject 'policy' should come before the verb 'will be adopted' and the prepositional phrase 'by the committee next month' should come after the verb.
va,error_spotting,The manager / has / been working on the project all day.,"[""The manager"", ""has"", ""been working on the project all day"", ""No Error""]",B,hard,The verb 'has' should be 'has been' because the subject 'manager' is a singular noun and the verb should also be in the past perfect tense to match the subject.
va,error_spotting,The team / are / very excited to win the game.,"[""The team"", ""are"", ""very excited to win the game"", ""No Error""]",C,hard,The phrase 'very excited to win the game' is a dangling modifier because it doesn't clearly specify who is excited. The correct sentence would be 'The team are very excited to win the game'.
va,error_spotting,The new employee / has / been working here for two years.,"[""The new employee"", ""has"", ""been working here for two years"", ""No Error""]",A,hard,The word 'new' is a modifier that should be separated from the subject 'employee'. The correct sentence would be 'The employee has been working here for two years'.
va,error_spotting,The company / is / expecting a significant profit this year.,"[""The company"", ""is"", ""expecting a significant profit this year"", ""No Error""]",B,hard,The phrase 'this year' is a prepositional phrase that should be separated from the verb 'is'. The correct sentence would be 'The company is expecting a significant profit this year'.
va,error_spotting,The manager / is calling / all the staff members.,"[""The manager"", ""is calling"", ""all the staff members"", ""No Error""]",B,hard,A singular subject 'manager' requires a singular verb 'is calling'.
va,error_spotting,"The new policy / will be applied / to all employees, including the CEO.","[""The new policy"", ""will be applied"", ""to all employees, including the CEO"", ""No Error""]",C,hard,A singular subject 'policy' requires a singular verb 'will be applied'.
va,error_spotting,The company / has been experiencing / a significant loss of revenue since last year.,"[""The company"", ""has been experiencing"", ""a significant loss of revenue since last year"", ""No Error""]",C,hard,A singular subject 'company' requires a singular verb 'has been experiencing'.
va,error_spotting,The team / have been working / on the project for three months now.,"[""The team"", ""have been working"", ""on the project for three months now"", ""No Error""]",B,hard,A collective noun 'team' requires a singular verb 'has been working'.
va,error_spotting,The new employee / was given / a warm welcome by the colleagues.,"[""The new employee"", ""was given"", ""a warm welcome by the colleagues"", ""No Error""]",C,hard,A singular subject 'employee' requires a singular verb 'was given'.
va,error_spotting,The manager / is calling / the employees to the meeting room.,"[""The manager"", ""is calling"", ""the employees to the meeting room"", ""No Error""]",C,hard,A singular subject 'manager' requires a singular verb 'is calling' and a singular object 'the employee'.
va,error_spotting,The company / has been facing / a lot of problems in the market.,"[""The company"", ""has been facing"", ""a lot of problems in the market"", ""No Error""]",C,hard,A singular subject 'company' requires a singular verb 'has been facing'.
va,error_spotting,"The new policy / will be implemented / to all employees, including the CEO, as well.","[""The new policy"", ""will be implemented"", ""to all employees, including the CEO, as well"", ""No Error""]",C,hard,A singular subject 'policy' requires a singular verb 'will be implemented'.
va,error_spotting,"The company / has been experiencing / a significant loss of revenue since last year, which is quite alarming.","[""The company"", ""has been experiencing"", ""a significant loss of revenue since last year, which is quite alarming"", ""No Error""]",C,hard,A singular subject 'company' requires a singular verb 'has been experiencing'.
va,error_spotting,"The new employee / was given / a warm welcome by the colleagues, who were very friendly.","[""The new employee"", ""was given"", ""a warm welcome by the colleagues, who were very friendly"", ""No Error""]",C,hard,A singular subject 'employee' requires a singular verb 'was given'.
va,error_spotting,"The company / has been facing / a lot of problems in the market, which is quite challenging.","[""The company"", ""has been facing"", ""a lot of problems in the market, which is quite challenging"", ""No Error""]",C,hard,A singular subject 'company' requires a singular verb 'has been facing'.
va,error_spotting,"The manager / is calling / the employee to the meeting room, who is very experienced.","[""The manager"", ""is calling"", ""the employee to the meeting room, who is very experienced"", ""No Error""]",C,hard,A singular subject 'manager' requires a singular verb 'is calling' and a singular object 'the employee'.
va,error_spotting,"The new policy / will be implemented / to all employees, including the CEO, as well as to the management.","[""The new policy"", ""will be implemented"", ""to all employees, including the CEO, as well as to the management"", ""No Error""]",C,hard,A singular subject 'policy' requires a singular verb 'will be implemented'.
va,error_spotting,"The company / has been experiencing / a significant loss of revenue since last year, which is quite alarming and needs immediate attention.","[""The company"", ""has been experiencing"", ""a significant loss of revenue since last year, which is quite alarming and needs immediate attention"", ""No Error""]",C,hard,A singular subject 'company' requires a singular verb 'has been experiencing'.
va,error_spotting,"The new employee / was given / a warm welcome by the colleagues, who were very friendly and welcoming.","[""The new employee"", ""was given"", ""a warm welcome by the colleagues, who were very friendly and welcoming"", ""No Error""]",C,hard,A singular subject 'employee' requires a singular verb 'was given'.
