type,category,question,options,answer,difficulty,explanation
va,error_correction,The new policy is very successful so far.,"[""A. The new policy is very successful so far."", ""B. The new policy was very successful so far."", ""C. The new policy will be very successful so far."", ""D. The new policy has been very successful so far.""]",A,easy,The sentence is in the present tense to describe an action that is currently happening.
va,error_correction,Which of the sentences is grammatically correct: 'Me and my friends are going to the movies.',"[""A. Me and my friends are going to the movies."", ""B. My friends and I are going to the movies."", ""C. My friends and me are going to the movies."", ""D. I and my friends are going to the movies.""]",B,easy,"After a linking verb like 'are', the subjective case pronoun 'I' should be used instead of the objective case 'me' and 'I'."
va,error_correction,"Choose the correct sentence: 'The new employee was very happy to be a part of our team.',","[""A. The new employee was very happy to be a part of our team."", ""B. The new employee was very happy to be a part of our teams."", ""C. The new employee were very happy to be a part of our team."", ""D. The new employees were very happy to be a part of our team.""]",A,easy,The singular verb 'was' agrees with the singular subject 'the new employee'.
va,error_correction,Identify the error in the sentence: 'Yesterday I go to the store and buy some milk.',"[""A. Yesterday I go to the store and buy some milk."", ""B. Yesterday I went to the store and bought some milk."", ""C. Yesterday I go to the store and bought some milk."", ""D. Yesterday I went to the store and go buy some milk.""]",B,easy,"The verb tense is inconsistent, using the past simple 'went' and the present simple 'buy'."
va,error_correction,"Choose the correct sentence: 'The teacher gave the student a book which was very interesting.',","[""A. The teacher gave the student a book which was very interesting."", ""B. The teacher gave the student a book that was very interesting."", ""C. The teacher gave the student a book which are very interesting."", ""D. The teacher gave the student a book that are very interesting.""]",B,easy,The relative pronoun 'which' should be replaced with the conjunction 'that' to connect the dependent clause to the independent clause.
va,error_correction,"Identify the error in the sentence: 'The new policy will affect all the employee's.',","[""A. The new policy will affect all the employee's."", ""B. The new policy will affect all the employees."", ""C. The new policy will affects all the employees."", ""D. The new policy will affect all the employee.""]",B,easy,The plural noun 'employees' requires the plural verb 'will affect'.
va,error_correction,"Choose the correct sentence: 'The company has many employee's.',","[""A. The company has many employee's."", ""B. The company has many employees."", ""C. The company has a many employee."", ""D. The company has many employee.""]",B,easy,The plural noun 'employees' requires the plural form. 
va,error_correction,"Identify the error in the sentence: 'The teacher will give the student's a book.',","[""A. The teacher will give the student's a book."", ""B. The teacher will give the students a book."", ""C. The teacher will give the student a book."", ""D. The teacher will give the student's book.""]",B,easy,The plural noun 'students' requires the plural verb 'will give' and the plural possessive form 'a book'.
va,error_correction,"Choose the correct sentence: 'The manager will be attending the meeting along with his team.',","[""A. The manager will be attending the meeting along with his team."", ""B. The manager will be attending the meeting along with his teams."", ""C. The manager will be attending the meetings along with his team."", ""D. The manager will be attending the meeting along with his team's.""]",A,easy,The singular subject 'the manager' requires the singular verb 'will be attending' and the singular object 'his team'.
va,error_correction,"Identify the error in the sentence: 'The new policy will effect all the employee's.',","[""A. The new policy will effect all the employee's."", ""B. The new policy will affect all the employees."", ""C. The new policy will effects all the employees."", ""D. The new policy will effect all the employee.""]",B,easy,"The verb 'affect' is used to influence something, whereas 'effect' is the result of that influence. "
va,error_correction,"Choose the correct sentence: 'The company has a many employee's.',","[""A. The company has a many employee's."", ""B. The company has many employees."", ""C. The company has a employee."", ""D. The company has many employee.""]",B,easy,The singular noun 'employee' requires the singular form. 
va,error_correction,"Identify the error in the sentence: 'The new policy will effect all the employee.',","[""A. The new policy will effect all the employee."", ""B. The new policy will affect all the employees."", ""C. The new policy will effects all the employee."", ""D. The new policy will effect all the employees.""]",B,easy,"The verb 'affect' is used to influence something, whereas 'effect' is the result of that influence. "
va,error_correction,"Choose the correct sentence: 'The teacher will be giving the student a book.',","[""A. The teacher will be giving the student a book."", ""B. The teacher will give the student a book."", ""C. The teacher gives the student a book."", ""D. The teacher will give the student's a book.""]",A,easy,"The verb tense is consistent, using the present continuous 'will be giving'."
va,error_correction,"Identify the error in the sentence: 'The new policy will effect the employee's.',","[""A. The new policy will effect the employee's."", ""B. The new policy will affect the employees."", ""C. The new policy will effects the employee's."", ""D. The new policy will effect the employee.""]",B,easy,"The verb 'affect' is used to influence something, whereas 'effect' is the result of that influence. "
va,error_correction,The teacher give the students a lot of homework.,"[""A. The teacher gives the students a lot of homework."", ""B. The teacher give the students a lot of homework."", ""C. The teacher gives a lot of homework to the students."", ""D. The teacher give a lot of homework to the students.""]",A,easy,The verb 'give' needs to be in the plural form 'gives' to agree with the plural subject 'students'.
va,error_correction,"The book, that my friend lend me, is very interesting.","[""A. The book, that my friend lend me, is very interesting."", ""B. The book, that my friend lent me, is very interesting."", ""C. The book, that my friend lends me, is very interesting."", ""D. The book my friend lend me is very interesting.""]",B,easy,The verb 'lend' needs to be in the past tense 'lent' to agree with the past perfect tense 'that my friend lend me'.
va,error_correction,"The new employee, who just hire, will be trained tomorrow.","[""A. The new employee, who just hire, will be trained tomorrow."", ""B. The new employee, who just was hired, will be trained tomorrow."", ""C. The new employee, who was just hire, will be trained tomorrow."", ""D. The new employee, who was just hired, will be trained tomorrow.""]",D,easy,The verb 'hire' needs to be in the past tense 'was hired' to agree with the past perfect tense 'who was just hired'.
va,error_correction,"The city, that is located near the beach, have a lot of tourists.","[""A. The city, that is located near the beach, have a lot of tourists."", ""B. The city, that is located near the beach, has a lot of tourists."", ""C. The city located near the beach, has a lot of tourists."", ""D. The city, located near the beach, has a lot of tourists.""]",B,easy,The verb 'have' needs to be in the singular form 'has' to agree with the singular subject 'city'.
va,error_correction,"The company, who are located in the city, will be visited by the manager.","[""A. The company, who are located in the city, will be visited by the manager."", ""B. The companies, who are located in the city, will be visited by the manager."", ""C. The company, which is located in the city, will be visited by the manager."", ""D. The companies, which are located in the city, will be visited by the manager.""]",C,easy,The subject 'company' needs to be in the singular form 'which' to agree with the singular verb 'is located'.
va,error_correction,"The kids, who is playing in the park, are very happy.","[""A. The kids, who is playing in the park, are very happy."", ""B. The kids, who are playing in the park, are very happy."", ""C. The kids who are playing in the park are very happy."", ""D. The kid who is playing in the park are very happy.""]",B,easy,The verb 'is playing' needs to be in the plural form 'are playing' to agree with the plural subject 'kids'.
va,error_correction,"The teacher, who give us a lot of homework, is very strict.","[""A. The teacher, who give us a lot of homework, is very strict."", ""B. The teacher, who gives us a lot of homework, is very strict."", ""C. The teacher gives us a lot of homework, who is very strict."", ""D. The teacher, who gives us a lot of homework, is very strict.""]",B,easy,The verb 'give' needs to be in the present tense 'gives' to agree with the present tense 'is very strict'.
va,error_correction,"The company, who is located in the city, will be visited by the manager.","[""A. The company, who is located in the city, will be visited by the manager."", ""B. The companies, which is located in the city, will be visited by the manager."", ""C. The company, which is located in the city, will be visited by the manager."", ""D. The companies, which are located in the city, will be visited by the manager.""]",C,easy,The subject 'company' needs to be in the singular form 'which' to agree with the singular verb 'is located'.
va,error_correction,"The new employee, who was hire last week, will be trained tomorrow.","[""A. The new employee, who was hire last week, will be trained tomorrow."", ""B. The new employee, who was hired last week, will be trained tomorrow."", ""C. The new employee, who hire last week, will be trained tomorrow."", ""D. The new employee, who was hired last week, will be trained tomorrow.""]",D,easy,The verb 'hire' needs to be in the past tense 'was hired' to agree with the past tense 'was hire'.
va,error_correction,"The kids, which are playing in the park, are very happy.","[""A. The kids, which are playing in the park, are very happy."", ""B. The kids who are playing in the park are very happy."", ""C. The kids, who are playing in the park, are very happy."", ""D. The kids who is playing in the park are very happy.""]",B,easy,The subject 'kids' needs to be in the singular form 'who' to agree with the singular verb 'is playing'.
va,error_correction,"The teacher, who is very strict, give us a lot of homework.","[""A. The teacher, who is very strict, give us a lot of homework."", ""B. The teacher, who is very strict, gives us a lot of homework."", ""C. The teacher, who gives us a lot of homework, is very strict."", ""D. The teacher, who gives us a lot of homework, is very strict.""]",B,easy,The verb 'give' needs to be in the present tense 'gives' to agree with the present tense 'is very strict'.
va,error_correction,"The company, which is located in the city, have a lot of employees.","[""A. The company, which is located in the city, have a lot of employees."", ""B. The companies, which is located in the city, have a lot of employees."", ""C. The company, which is located in the city, has a lot of employees."", ""D. The companies, which are located in the city, has a lot of employees.""]",C,easy,The verb 'have' needs to be in the singular form 'has' to agree with the singular subject 'company'.
va,error_correction,"Choose the grammatically correct version of the sentence: 'Between you and I, the plan is bound to fail.'","[""A. Between you and I, the plan is bound to fail."", ""B. Between you and me, the plan is bound to fail."", ""C. Between you and myself, the plan is bound to fail."", ""D. Between you and me, the plan is bound to failing.""]",B,easy,"After the preposition 'between', the objective case pronoun 'me' should be used instead of the nominative case 'I'."
va,error_correction,Identify the part of the sentence that contains an error: It was him who ate the cake.,"[""A. It was him who ate the cake. (no error)"", ""B. It was he who ate the cake."", ""C. It was I who ate the cake."", ""D. It was him who ate the cake.""]",D,easy,"The error is in the use of the objective case pronoun 'him' after the verb 'was', which requires the nominative case 'he'."
va,error_correction,Choose the grammatically correct version of the sentence: 'The teacher gave the student a paper to write on.',"[""A. The teacher gave the student a paper to write on."", ""B. The teacher gave the student a paper to write."", ""C. The teacher gave the student a paper to be written."", ""D. The teacher gave the student a paper to write it.""]",A,easy,The preposition 'on' is correctly used to indicate the purpose of the paper.
va,error_correction,Identify the part of the sentence that contains an error: The new employee were very happy to be working at the company.,"[""A. The new employee were very happy to be working at the company."", ""B. The new employee was very happy to be working at the company."", ""C. The new employee were very happy to be working at the company."", ""D. The new employee is very happy to be working at the company.""]",A,easy,The error is in the use of the plural verb 'were' with the singular subject 'the new employee'.
va,error_correction,"Choose the grammatically correct version of the sentence: 'The manager of the company, myself and John, will attend the meeting.'","[""A. The manager of the company, myself and John, will attend the meeting."", ""B. The manager of the company, I and John, will attend the meeting."", ""C. The manager of the company, John and I, will attend the meeting."", ""D. The manager of the company, John and myself, will attend the meeting.""]",C,easy,"The correct order of the subjects is 'John and I' or 'I and John', and the correct object pronoun is 'I'."
va,error_correction,Identify the part of the sentence that contains an error: The team of teachers and students were very successful in the competition.,"[""A. The team of teachers and students were very successful in the competition."", ""B. The team of teachers and students was very successful in the competition."", ""C. The team of teachers and students are very successful in the competition."", ""D. The team of teachers and students is very successful in the competition.""]",A,easy,The error is in the use of the plural verb 'were' with the plural subject 'the team of teachers and students'.
va,error_correction,"Choose the grammatically correct version of the sentence: 'By the time I arrived, they already ate dinner.'","[""A. By the time I arrived, they already ate dinner."", ""B. By the time I arrived, they already eat dinner."", ""C. By the time I arrived, they already eats dinner."", ""D. By the time I arrived, they have already eaten dinner.""]",D,easy,The error is in the use of the present tense 'eat' or 'eats' instead of the past perfect tense 'had eaten'.
va,error_correction,"Identify the part of the sentence that contains an error: The new employee, myself and John, will attend the meeting.","[""A. The new employee, myself and John, will attend the meeting."", ""B. The new employee, I and John, will attend the meeting."", ""C. The new employee, John and I, will attend the meeting."", ""D. The new employee, John and myself, will attend the meeting.""]",A,easy,The error is in the use of the objective case pronoun 'myself' instead of the nominative case 'I'.
va,error_correction,"Choose the grammatically correct version of the sentence: 'The manager of the company, John and I, will attend the meeting.'","[""A. The manager of the company, John and I, will attend the meeting."", ""B. The manager of the company, John and myself, will attend the meeting."", ""C. The manager of the company, I and John, will attend the meeting."", ""D. The manager of the company, myself and John, will attend the meeting.""]",A,easy,The correct order of the subjects is 'John and I' or 'I and John'.
va,error_correction,Identify the part of the sentence that contains an error: The teacher gave the students a paper to write on the desk.,"[""A. The teacher gave the students a paper to write on the desk."", ""B. The teacher gave the students a paper to write."", ""C. The teacher gave the students a paper to be written."", ""D. The teacher gave the students a paper to write on the desk.""]",A,easy,The error is in the use of the preposition 'on' to indicate the purpose of the paper.
va,error_correction,"Choose the grammatically correct version of the sentence: 'The manager of the company, myself, John and the employees will attend the meeting.'","[""A. The manager of the company, myself, John and the employees will attend the meeting."", ""B. The manager of the company, I, John and the employees will attend the meeting."", ""C. The manager of the company, John, I and the employees will attend the meeting."", ""D. The manager of the company, John and I, the employees will attend the meeting.""]",B,easy,The correct order of the subjects is 'I' or 'me' and the correct use of the objective case pronoun 'myself'.
va,error_correction,Identify the part of the sentence that contains an error: The teacher gave the students a paper to write on the table.,"[""A. The teacher gave the students a paper to write on the table."", ""B. The teacher gave the students a paper to write."", ""C. The teacher gave the students a paper to be written."", ""D. The teacher gave the students a paper to write on the table.""]",A,easy,The error is in the use of the preposition 'on' to indicate the purpose of the paper.
va,error_correction,"Identify the part of the sentence with the error: 'The new employee's, job is to manage the company's finances.","[""A. The new employee's, job"", ""B. job is to"", ""C. manage the company's"", ""D. finances""]",A,medium,"A possessive noun does not use an apostrophe before the noun, so 'employee' should not have an apostrophe."
va,error_correction,Choose the grammatically correct version of the sentence: 'Neither my brother nor I will attend the party.',"[""A. Neither my brother nor I will attend the party."", ""B. Neither my brother nor me will attend the party."", ""C. My brother and I will not attend the party."", ""D. My brother nor I will attend the party.""]",C,medium,"When two subjects are joined by 'and', the verb agrees with the subject in number, so 'will not attend' is used."
va,error_correction,"Identify the part of the sentence with the error: 'The new employee's responsibility is to manage the company's finances, as well as to increase the revenue.'","[""A. The new employee's responsibility"", ""B. is to manage the company's finances"", ""C. as well as to increase the revenue"", ""D. None of the above""]",D,medium,There is no error in the given sentence.
va,error_correction,"Choose the grammatically correct version of the sentence: 'The manager has given me a lot of advice, but I'm not sure I can follow it.'","[""A. The manager has given me a lot of advice, but I'm not sure I can follow it."", ""B. The manager has given me a lot of advice, but I am not sure I can follow it."", ""C. The manager has given me a lot of advice, but I'm not sure that I can follow it."", ""D. The manager has given me a lot of advice, but I'm not sure I'm able to follow it.""]",B,medium,"The first clause is in the present perfect tense, so the second clause should also be in the present perfect tense."
va,error_correction,"Identify the part of the sentence with the error: 'The company's profits have increased significantly over the past year, which has been a good sign.'","[""A. The company's profits have increased significantly over the past year"", ""B. which has been a good sign"", ""C. None of the above"", ""D. The company's profits has increased significantly over the past year""]",D,medium,"The verb 'has increased' agrees with the subject 'profits', which is a plural noun."
va,error_correction,"Choose the grammatically correct version of the sentence: 'The teacher asked the students to write a short essay on the topic, and to submit it by the end of the week.'","[""A. The teacher asked the students to write a short essay on the topic, and to submit it by the end of the week."", ""B. The teacher asked the students to write a short essay on the topic and to submit it by the end of the week."", ""C. The teacher asked the students to write a short essay on the topic, and to submit it before the end of the week."", ""D. The teacher asked the students to write a short essay on the topic, to submit it by the end of the week.""]",B,medium,The conjunction 'and' is used to join two independent clauses.
va,error_correction,"Identify the part of the sentence with the error: 'The new policy has been implemented by the management team, and it has been well received by the employees.'","[""A. The new policy has been implemented by the management team"", ""B. and it has been well received by the employees"", ""C. None of the above"", ""D. The new policy was implemented by the management team""]",D,medium,"The first clause is in the present perfect tense, so the second clause should also be in the present perfect tense."
va,error_correction,"Choose the grammatically correct version of the sentence: 'The manager has given me a lot of advice, but I'm not sure that I can follow it.'","[""A. The manager has given me a lot of advice, but I'm not sure that I can follow it."", ""B. The manager has given me a lot of advice, but I am not sure that I can follow it."", ""C. The manager has given me a lot of advice, but I'm not sure I can follow it."", ""D. The manager has given me a lot of advice, but I am not sure I can follow it.""]",A,medium,"The first clause is in the present perfect tense, so the second clause should also be in the present perfect tense."
va,error_correction,"Identify the part of the sentence with the error: 'The company's profits have increased significantly over the past year, which has been a good sign.'","[""A. The company's profits have increased significantly over the past year"", ""B. which has been a good sign"", ""C. None of the above"", ""D. The company's profits has increased significantly over the past year""]",D,medium,"The verb 'has increased' agrees with the subject 'profits', which is a plural noun."
va,error_correction,"Choose the grammatically correct version of the sentence: 'The teacher asked the students to write a short essay on the topic, and to submit it by the end of the week.'","[""A. The teacher asked the students to write a short essay on the topic, and to submit it by the end of the week."", ""B. The teacher asked the students to write a short essay on the topic and to submit it by the end of the week."", ""C. The teacher asked the students to write a short essay on the topic, and to submit it before the end of the week."", ""D. The teacher asked the students to write a short essay on the topic, to submit it by the end of the week.""]",B,medium,The conjunction 'and' is used to join two independent clauses.
va,error_correction,"Identify the part of the sentence with the error: 'The new policy has been implemented by the management team, and it has been well received by the employees.'","[""A. The new policy has been implemented by the management team"", ""B. and it has been well received by the employees"", ""C. None of the above"", ""D. The new policy was implemented by the management team""]",D,medium,"The first clause is in the present perfect tense, so the second clause should also be in the present perfect tense."
va,error_correction,"Choose the grammatically correct version of the sentence: 'The new employee, along with his team, are expected to meet the deadline.'","[""A. The new employee, along with his team, are expected to meet the deadline."", ""B. The new employee, along with his team, is expected to meet the deadline."", ""C. The new employee, along with his team, was expected to meet the deadline."", ""D. The new employee, along with his team, will be expected to meet the deadline.""]",B,medium,A collective noun like 'team' takes a singular verb.
va,error_correction,"Identify the part of the sentence with an error: 'I've been to Paris, Rome, and London, but I've never been to Madrid.'","[""A. I've been to Paris, Rome, and London, but I've never been to Madrid."", ""B. I've been to Paris, Rome and London, but I've never been to Madrid."", ""C. I've been to Paris, Rome, and also London, but I've never been to Madrid."", ""D. I've been to Paris, Rome, as well as London, but I've never been to Madrid.""]",B,medium,"In a series of three or more items, use commas to separate items, and also use 'and' before the last item."
va,error_correction,"Identify the part of the sentence with an error: 'The manager asked the employees if they had any questions, but none were answered.'","[""A. The manager asked the employees if they had any questions, but none were answered."", ""B. The manager asked the employees if they had any questions, but none were answered, and then she left."", ""C. The manager asked the employees if they had any questions, but they were not answered."", ""D. The manager asked the employees if they had any questions, but none of them were answered.""]",A,medium,"In this sentence, 'none were answered' is grammatically correct because 'none' refers to 'questions', the subject of the sentence."
va,error_correction,Identify the part of the sentence with an error: 'Neither the manager nor the employee were satisfied with the decision.',"[""A. Neither the manager nor the employee were satisfied with the decision."", ""B. Neither the manager nor the employee was satisfied with the decision."", ""C. Neither the manager nor the employee is satisfied with the decision."", ""D. Neither the manager nor the employee will be satisfied with the decision.""]",B,medium,"When using 'neither...nor', the verb agrees with the closer subject, which in this case is singular."
va,error_correction,"Identify the part of the sentence with an error: 'The report stated that the company's profits had decreased due to the economic downturn, which was expected, but the losses were unexpected.'","[""A. The report stated that the company's profits had decreased due to the economic downturn, which was expected, but the losses were unexpected."", ""B. The report stated that the company's profits had decreased due to the economic downturn, which was expected, but the loss was unexpected."", ""C. The report stated that the company's profits had decreased due to the economic downturn, which was expected, but the loss was a surprise."", ""D. The report stated that the company's profits had decreased due to the economic downturn, which was expected, but the loss was unexpected, and it came as a surprise.""]",B,medium,"To contrast two ideas, use a comma after the first clause and then use 'but' to introduce the second clause."
va,error_correction,"Choose the grammatically correct version of the sentence: 'The new policy, which is designed to reduce energy consumption, will have a positive impact on the environment.'","[""A. The new policy, which is designed to reduce energy consumption, will have a positive impact on the environment."", ""B. The new policy, which is designed to reduce energy consumption, will have a positive impact upon the environment."", ""C. The new policy, which is designed to reduce energy consumption, has a positive impact on the environment."", ""D. The new policy, which is designed to reduce energy consumption, would have a positive impact on the environment.""]",A,medium,"The sentence is in the future tense, so the verb 'will have' is correct."
va,error_correction,"Choose the grammatically correct version of the sentence: 'The company's decision to downsize was a surprise to everyone, including the CEO.'","[""A. The company's decision to downsize was a surprise to everyone, including the CEO."", ""B. The company's decision to downsize was a surprise for everyone, including the CEO."", ""C. The company's decision to downsize was a surprise to everyone, including the ceo."", ""D. The company's decision to downsize was a surprise to everyone, including the Chief Executive Officer.""]",A,medium,"The phrase 'including the CEO' is a nonessential appositive, so it should be set off by a comma."
va,error_correction,"Identify the part of the sentence with an error: 'The teacher asked the students to participate in the experiment, but they refused.'","[""A. The teacher asked the students to participate in the experiment, but they refused."", ""B. The teacher asked the students to participate in the experiment, but they are refusing."", ""C. The teacher asked the students to participate in the experiment, but they were refusing."", ""D. The teacher asked the students to participate in the experiment, but they are refusing to participate.""]",A,medium,"The sentence is in the past tense, so the verb 'refused' is correct."
va,error_correction,"Identify the part of the sentence with an error: 'The company's profits have increased significantly over the past year, mainly due to the efforts of the sales team.'","[""A. The company's profits have increased significantly over the past year, mainly due to the efforts of the sales team."", ""B. The company's profits have increased significantly over the past year, mainly due to the effort of the sales team."", ""C. The company's profits have increased significantly over the past year, primarily due to the efforts of the sales team."", ""D. The company's profits have increased significantly over the past year, mostly due to the efforts of the sales team.""]",C,medium,The word 'primarily' is more formal and more suitable for business writing.
va,error_correction,"Identify the part of the sentence with an error: 'The new employee, who is a recent graduate, was hired by the company.'","[""A. The new employee, who is a recent graduate, was hired by the company."", ""B. The new employee, who has been a recent graduate, was hired by the company."", ""C. The new employee, who is a recent graduate, hires for the company."", ""D. The new employee, who is a recent graduate, was hired by the company's CEO.""]",A,medium,"The phrase 'who is a recent graduate' is a nonessential appositive, so it should be set off by a comma."
va,error_correction,"The new employee was given a tour of the office by the CEO, the marketing manager and the IT department.","[""A. The new employee was given a tour of the office by the CEO and the marketing manager and the IT department."", ""B. The new employee was given a tour of the office by the CEO, the marketing manager and the IT department."", ""C. The new employee was given a tour of the office, the CEO, the marketing manager and the IT department."", ""D. The new employee was given a tour of the office, the marketing manager and the IT department by the CEO.""]",A,medium,"In this sentence, 'the CEO, the marketing manager and the IT department' is a non-essential appositive, so it should be separated by commas."
va,error_correction,"The teacher asked the students to write a short story, they had to use their imagination.","[""A. The teacher asked the students to write a short story, they had to use their imagination."", ""B. The teacher asked the students to write a short story, which they had to use their imagination for."", ""C. The teacher asked the students to write a short story; they had to use their imagination."", ""D. The teacher asked the students to write a short story, that they had to use their imagination.""]",B,medium,"In this sentence, 'they had to use their imagination' is a non-essential clause, so it should be introduced with a relative pronoun and a preposition."
va,error_correction,"The company's new policy is to hire more staff, it will help the business grow.","[""A. The company's new policy is to hire more staff, it will help the business grow."", ""B. The company's new policy is to hire more staff, which will help the business grow."", ""C. The company's new policy is to hire more staff, that will help the business grow."", ""D. The company's new policy is to hire more staff, this will help the business grow.""]",B,medium,"In this sentence, 'it will help the business grow' is a non-essential clause, so it should be introduced with a relative pronoun and a preposition."
va,error_correction,"The new employee was given a tour of the office by the CEO, and the marketing manager.","[""A. The new employee was given a tour of the office by the CEO, and the marketing manager."", ""B. The new employee was given a tour of the office, and the CEO and the marketing manager."", ""C. The new employee was given a tour of the office by the CEO, the marketing manager."", ""D. The new employee was given a tour of the office, by the CEO and the marketing manager.""]",C,medium,"In this sentence, 'the CEO and the marketing manager' is a compound object, so it should be separated by a comma and the conjunction 'and'."
va,error_correction,"The teacher asked the students to write a short story, however they had to use their imagination.","[""A. The teacher asked the students to write a short story, however they had to use their imagination."", ""B. The teacher asked the students to write a short story, but they had to use their imagination."", ""C. The teacher asked the students to write a short story; however, they had to use their imagination."", ""D. The teacher asked the students to write a short story, that however they had to use their imagination.""]",B,medium,"In this sentence, 'however' is a conjunctive adverb, so it should be used with a coordinating conjunction 'but' in a compound sentence."
va,error_correction,"The company's new policy is to hire more staff, this will help the business grow.","[""A. The company's new policy is to hire more staff, this will help the business grow."", ""B. The company's new policy is to hire more staff, which will help the business grow."", ""C. The company's new policy is to hire more staff, that will help the business grow."", ""D. The company's new policy is to hire more staff, it will help the business grow.""]",B,medium,"In this sentence, 'this will help the business grow' is a non-essential clause, so it should be introduced with a relative pronoun and a preposition."
va,error_correction,"The teacher asked the students to write a short story, and they had to use their imagination.","[""A. The teacher asked the students to write a short story, and they had to use their imagination."", ""B. The teacher asked the students to write a short story, they had to use their imagination."", ""C. The teacher asked the students to write a short story; and they had to use their imagination."", ""D. The teacher asked the students to write a short story, that and they had to use their imagination.""]",A,medium,"In this sentence, 'and' is a coordinating conjunction, so it should be used to connect two independent clauses."
va,error_correction,"The company's new policy is to hire more staff, that will help the business grow.","[""A. The company's new policy is to hire more staff, that will help the business grow."", ""B. The company's new policy is to hire more staff, which will help the business grow."", ""C. The company's new policy is to hire more staff, it will help the business grow."", ""D. The company's new policy is to hire more staff, this will help the business grow.""]",B,medium,"In this sentence, 'that will help the business grow' is a non-essential clause, so it should be introduced with a relative pronoun and a preposition."
va,error_correction,"The teacher asked the students to write a short story, they had to use their imagination, and the story had to be at least 500 words.","[""A. The teacher asked the students to write a short story, they had to use their imagination, and the story had to be at least 500 words."", ""B. The teacher asked the students to write a short story, which had to be at least 500 words, and they had to use their imagination."", ""C. The teacher asked the students to write a short story, that they had to use their imagination, and the story had to be at least 500 words."", ""D. The teacher asked the students to write a short story, and they had to use their imagination, and the story had to be at least 500 words.""]",B,medium,"In this sentence, 'which had to be at least 500 words' is a non-essential clause, so it should be introduced with a relative pronoun and a preposition."
