type,category,question,options,answer,difficulty,explanation
va,tenses,"By the time she arrived, we ___ the project for three hours.","[""A. had finished"", ""B. finished"", ""C. will have finished"", ""D. have finished""]",A,medium,The Past Perfect tense is used to describe an action that occurred before another action in the past.
va,tenses,"I ___ my phone for five minutes, but the battery still isn't working.","[""A. charged"", ""B. have been charging"", ""C. will charge"", ""D. was charging""]",B,medium,The Present Perfect Continuous tense is used to describe an action that started in the past and continues up until now.
va,tenses,They ___ already arrived when we got there.,"[""A. will have arrived"", ""B. would have arrived"", ""C. had already arrived"", ""D. were arriving""]",C,medium,The Past Perfect tense is used to describe an action that occurred before another action in the past.
va,tenses,"If I won the lottery, I ___ a big house with a swimming pool.","[""A. bought"", ""B. would buy"", ""C. will buy"", ""D. have bought""]",B,medium,The Second Conditional is used to describe a hypothetical situation in the present and its consequences.
va,tenses,"By the time I arrived, they had been studying for over five hours.","[""A. were studying"", ""B. had been studying"", ""C. study"", ""D. will have studied""]",B,medium,The Past Perfect Continuous tense is used to describe an action that started before another action in the past and has continued up until that point.
va,tenses,"If I had known it was going to rain, I would have brought an umbrella.","[""A. have known it was going to rain"", ""B. had known it was going to rain"", ""C. know it's going to rain"", ""D. will have known it was going to rain""]",B,medium,The Conditional Past Perfect tense is used to describe an action that would have been completed before another action in the past.
va,tenses,They _______ three times before they finally got it right.,"[""A. will try"", ""B. have tried"", ""C. try"", ""D. will have tried""]",B,medium,The Present Perfect tense is used to describe an action that started in the past and has continued up until now.
va,tenses,"When I saw them, they _______ for years.","[""A. have lived"", ""B. were living"", ""C. have been living"", ""D. live""]",C,medium,The Present Perfect Continuous tense is used to describe an action that started in the past and continues up until now.
va,tenses,"By the time I finish this project, I _______ on it for six months.","[""A. will work"", ""B. have been working"", ""C. will have been working"", ""D. have worked""]",C,medium,The Future Perfect Continuous tense is used to describe an action that will be continuing up until a point in the future.
va,tenses,I _______ to the gym every morning before work.,"[""A. am going"", ""B. go"", ""C. have been going"", ""D. was going""]",C,medium,The Present Perfect Continuous tense is used to describe an action that started in the past and continues up until now.
va,tenses,"By the time we leave, they _______ here for three years.","[""A. have lived"", ""B. will have lived"", ""C. have been living"", ""D. were living""]",C,medium,The Future Perfect Continuous tense is used to describe an action that will be continuing up until a point in the future.
va,tenses,"If I won the lottery, I _______ to travel around the world.","[""A. would go"", ""B. will go"", ""C. have gone"", ""D. go""]",A,medium,The Conditional Present tense is used to describe an action that would happen if a condition were met in the present.
va,tenses,They _______ three books by their favorite author before they finally met him.,"[""A. will have read"", ""B. have read"", ""C. will read"", ""D. read""]",B,medium,The Present Perfect tense is used to describe an action that started in the past and has continued up until now.
va,tenses,"By the time I got home, they _______ their dinner already.","[""A. will have eaten"", ""B. have eaten"", ""C. will eat"", ""D. eat""]",B,medium,The Past Perfect tense is used to describe an action that was completed before another action in the past.
va,tenses,"By the time the sun sets tomorrow, we ___ for over forty-eight hours without a break.","[""A. will work"", ""B. will have been working"", ""C. would have worked"", ""D. are working""]",B,medium,The Future Perfect Continuous tense is used to describe an action that will be continuing up until a point in the future.
va,tenses,"If I had studied harder, I ____ a better grade.","[""A. would have got"", ""B. had got"", ""C. will get"", ""D. will have got""]",A,hard,The First Conditional is used to describe a hypothetical situation and its expected result.
va,tenses,"By the time I arrived, she ____ for over an hour.","[""A. had been waiting"", ""B. was waiting"", ""C. will have waited"", ""D. has been waiting""]",A,medium,The Past Perfect Continuous tense is used to describe an action that started and continued up until another point in the past.
va,tenses,"If I won the lottery, I ____ a villa in the south of France.","[""A. will buy"", ""B. will have bought"", ""C. had bought"", ""D. would buy""]",B,hard,The Second Conditional is used to describe a hypothetical situation and its expected result.
va,tenses,My parents ____ their new car last month.,"[""A. bought"", ""B. have bought"", ""C. have been buying"", ""D. had bought""]",B,medium,The Present Perfect tense is used to describe an action that started in the past and continues up until now.
va,tenses,"I ____ my homework for two hours, but I still haven't finished it.","[""A. did"", ""B. have been doing"", ""C. was doing"", ""D. will have done""]",B,medium,The Present Perfect Continuous tense is used to describe an action that started in the past and continues up until now.
va,tenses,"By the time I finish my thesis, I ____ it for over a year.","[""A. will have written"", ""B. have written"", ""C. am writing"", ""D. was writing""]",A,medium,The Future Perfect tense is used to describe an action that will be completed at a specific point in the future.
va,tenses,"If I had known about the sale, I ____ a new laptop.","[""A. would have bought"", ""B. had bought"", ""C. will buy"", ""D. will have bought""]",A,hard,The Third Conditional is used to describe a hypothetical situation and its past result.
va,tenses,"I ____ English for three years, and I still can't speak fluently.","[""A. have been learning"", ""B. have learned"", ""C. was learning"", ""D. will learn""]",A,medium,The Present Perfect Continuous tense is used to describe an action that started in the past and continues up until now.
va,tenses,"By the time you arrive, we ____ for over an hour already.","[""A. will have been waiting"", ""B. have been waiting"", ""C. will wait"", ""D. are waiting""]",A,medium,The Future Perfect Continuous tense is used to describe an action that will be continuing up until a point in the future.
va,tenses,"By the time the sun sets tomorrow, we ___ for over forty-eight hours without a break.","[""A. will work"", ""B. will have been working"", ""C. would have worked"", ""D. are working""]",B,medium,The Future Perfect Continuous tense is used to describe an action that will be continuing up until a point in the future.
va,tenses,"If I had studied harder, I ___ a better grade in the exam.","[""A. will get"", ""B. get"", ""C. would get"", ""D. will have got""]",C,medium,The Past Conditional tense is used to describe an action that would have occurred in a hypothetical past situation.
va,tenses,She has been studying English since she ___ eleven years old.,"[""A. is"", ""B. was"", ""C. were"", ""D. had been""]",D,medium,The Present Perfect Continuous tense is used to describe an action that started in the past and continues up until the present.
va,tenses,"By the time I arrived, they ___ already eaten dinner.","[""A. had eaten"", ""B. eat"", ""C. were eating"", ""D. have eaten""]",A,medium,The Past Perfect tense is used to describe an action that occurred before another action in the past.
va,tenses,I ___ two books in the last week.,"[""A. read"", ""B. have read"", ""C. have been reading"", ""D. was reading""]",B,medium,The Present Perfect tense is used to describe an action that started in the past and has a connection to the present.
va,tenses,"By the time I finish my project, I ___ working on it for over a month.","[""A. will have been working"", ""B. have been working"", ""C. had been working"", ""D. will work""]",A,medium,The Future Perfect Continuous tense is used to describe an action that will be continuing up until a point in the future.
va,tenses,"If it hadn't rained, we ___ a picnic in the park.","[""A. would have had"", ""B. would have gone"", ""C. would have eaten"", ""D. would have been having""]",A,medium,The Third Conditional tense is used to describe an action that would have occurred in a hypothetical past situation.
va,tenses,"I ___ been studying English for five years, but I still can't speak fluently.","[""A. have been studying"", ""B. have studied"", ""C. was studying"", ""D. have studied""]",A,medium,The Present Perfect Continuous tense is used to describe an action that started in the past and continues up until the present.
va,tenses,They ___ already left by the time I arrived.,"[""A. have been leaving"", ""B. have left"", ""C. were leaving"", ""D. had left""]",B,medium,The Past Simple tense is used to describe a completed action in the past.
va,tenses,I ___ two books yesterday.,"[""A. read"", ""B. have read"", ""C. had read"", ""D. will read""]",B,medium,The Past Simple tense is used to describe a completed action in the past.
va,tenses,"By the time the sun sets tomorrow, we  for over forty-eight hours without a break.","[""A. will work"", ""B. will have been working"", ""C. would have worked"", ""D. are working""]",B,medium,The Future Perfect Continuous tense is used to describe an action that will be continuing up until a point in the future.
va,tenses,I  this book since I was a child.,"[""A. have been reading"", ""B. have read"", ""C. read"", ""D. am reading""]",B,medium,The Present Perfect tense is used to describe an action that started in the past and continues up until the present moment.
va,tenses,"By the time we arrived, they  their homework.","[""A. had finished"", ""B. finish"", ""C. will have finished"", ""D. have finished""]",A,medium,The Past Perfect tense is used to describe an action that occurred before another action in the past.
va,tenses,"If I  my homework earlier, I wouldn't be studying now.","[""A. had done"", ""B. do"", ""C. will do"", ""D. did""]",A,medium,"The Past Perfect tense is used to describe an action that occurred before another action in the past, often used in conditional sentences."
va,tenses,"I  my keys for over an hour, but I still can't find them.","[""A. have lost"", ""B. lose"", ""C. have been losing"", ""D. lost""]",A,medium,The Present Perfect tense is used to describe an action that started in the past and continues up until the present moment.
va,tenses,"By the time we reach the top of the mountain, we  hiking for over five hours.","[""A. will have been hiking"", ""B. have been hiking"", ""C. would have been hiking"", ""D. are hiking""]",A,medium,The Future Perfect Continuous tense is used to describe an action that will be continuing up until a point in the future.
va,tenses,"If I  more time, I would have finished the project already.","[""A. had"", ""B. have"", ""C. will have"", ""D. would have""]",D,medium,"The Past Perfect and Past Perfect Continuous tenses are used to describe actions that occurred before another action in the past, often used in conditional sentences."
va,tenses,We  the company for over ten years before it went bankrupt.,"[""A. have worked"", ""B. work"", ""C. were working"", ""D. had worked""]",D,medium,The Past Perfect tense is used to describe an action that occurred before another action in the past.
va,tenses,"If I  more money, I would have bought a new car.","[""A. had"", ""B. have"", ""C. will have"", ""D. would have""]",D,medium,"The Past Perfect and Past Perfect Continuous tenses are used to describe actions that occurred before another action in the past, often used in conditional sentences."
va,tenses,"When I arrived, they  their lunch.","[""A. were eating"", ""B. eat"", ""C. will eat"", ""D. had eaten""]",A,medium,The Past Continuous tense is used to describe an action that was in progress at a specific point in the past.
va,tenses,"If I had studied harder for my exam, I __ already graduated from college.","[""A. will be"", ""B. was"", ""C. would have been"", ""D. have been""]",C,hard,"The If-Clause in a conditional sentence often uses the Subjunctive mood, which in this case uses the Past Perfect Continuous tense."
va,tenses,"By the time I arrived at the party, they __ already eaten all the food.","[""A. had eaten"", ""B. were eating"", ""C. had been eating"", ""D. eat""]",A,hard,The Past Perfect tense is used to describe an action that happened before another action in the past.
va,tenses,"If it had not rained, we __ been able to play tennis yesterday.","[""A. had been"", ""B. would be"", ""C. would have been"", ""D. are""]",C,hard,"The If-Clause in a conditional sentence often uses the Subjunctive mood, which in this case uses the Past Perfect Continuous tense."
va,tenses,The company __ been facing financial difficulties since the pandemic began in 2020.,"[""A. has been facing"", ""B. is facing"", ""C. was facing"", ""D. have been facing""]",A,hard,The Present Perfect Continuous tense is used to describe an action that started in the past and continues up until now.
va,tenses,"When I finally arrived at the airport, my flight __ already departed.","[""A. had departed"", ""B. was departing"", ""C. had been departing"", ""D. departs""]",A,hard,The Past Perfect tense is used to describe an action that happened before another action in the past.
va,tenses,"If I knew the answer, I __ you right now.","[""A. am telling"", ""B. was telling"", ""C. will tell"", ""D. would tell""]",C,hard,"The If-Clause in a conditional sentence often uses the Subjunctive mood, which in this case uses the Future Simple tense."
va,tenses,The students __ been studying for their exams all night.,"[""A. have been studying"", ""B. are studying"", ""C. were studying"", ""D. study""]",A,hard,The Present Perfect Continuous tense is used to describe an action that started in the past and continues up until now.
va,tenses,The company __ been making losses for several years before it went bankrupt.,"[""A. has been making"", ""B. is making"", ""C. was making"", ""D. have been making""]",A,hard,The Present Perfect Continuous tense is used to describe an action that started in the past and continues up until now.
va,tenses,"If I had more time, I __ a novel by now.","[""A. have written"", ""B. would write"", ""C. will write"", ""D. am writing""]",B,hard,"The If-Clause in a conditional sentence often uses the Subjunctive mood, which in this case uses the Past Perfect tense."
va,tenses,The tourists __ been walking for hours before they finally reached the top of the mountain.,"[""A. have been walking"", ""B. are walking"", ""C. were walking"", ""D. walk""]",A,hard,The Present Perfect Continuous tense is used to describe an action that started in the past and continues up until now.
va,tenses,"I wish it were possible for me to travel to every country in the world, but I ___ never been to Africa.","[""A. will have gone"", ""B. have gone"", ""C. had gone"", ""D. would have gone""]",D,hard,"The Subjunctive mood is used to express doubt or possibility about a situation. In this sentence, the Subjunctive mood is used in the clause 'I wish it were possible' to express a hypothetical situation."
va,tenses,"If I won the lottery, I would invest my winnings in the stock market, and by the end of the year, I ___ already made a significant profit.","[""A. will have earned"", ""B. have earned"", ""C. would have earned"", ""D. am earning""]",A,hard,"The Future Perfect tense is used to describe an action that will be completed before another action in the future. In this sentence, the Future Perfect tense is used to describe the profit that will be earned by the end of the year."
va,tenses,"If I had studied harder, I would have passed the exam, but unfortunately, I ___ failed miserably.","[""A. had failed"", ""B. will have failed"", ""C. have failed"", ""D. would have failed""]",A,hard,"The Past Perfect tense is used to describe an action that occurred before another action in the past. In this sentence, the Past Perfect tense is used to describe the failure that occurred before passing the exam."
va,tenses,"By the time I arrived at the party, everyone ___ already eaten and was getting ready to leave.","[""A. had eaten"", ""B. will have eaten"", ""C. had been eating"", ""D. will have been eating""]",A,hard,"The Past Perfect tense is used to describe an action that occurred before another action in the past. In this sentence, the Past Perfect tense is used to describe the eating that occurred before arriving at the party."
va,tenses,"If it hadn't rained all day, we ___ been able to play tennis on the court.","[""A. will have been able to"", ""B. would have been able to"", ""C. were able to"", ""D. are able to""]",B,hard,"The Past Conditional tense is used to describe an action that would have occurred if something else had happened. In this sentence, the Past Conditional tense is used to describe the ability to play tennis that would have existed if it hadn't rained."
va,tenses,"By the time I finished my project, I ___ been working on it for over six months.","[""A. will have been working"", ""B. had been working"", ""C. have been working"", ""D. was working""]",B,hard,"The Past Perfect Continuous tense is used to describe an action that occurred before another action in the past and lasted for a certain period of time. In this sentence, the Past Perfect Continuous tense is used to describe the working that occurred before finishing the project."
va,tenses,"If I won the lottery, I would travel the world, and by the time I ___ finished my trip, I would be exhausted.","[""A. will have been"", ""B. will have traveled"", ""C. would have finished"", ""D. would have been""]",A,hard,"The Future Perfect Continuous tense is used to describe an action that will be continuing up until a point in the future. In this sentence, the Future Perfect Continuous tense is used to describe the traveling that will be continuing until the end of the trip."
va,tenses,"By the time I got to the party, everyone ___ already eaten and was getting ready to leave.","[""A. had eaten"", ""B. will have eaten"", ""C. had been eating"", ""D. will have been eating""]",A,hard,"The Past Perfect tense is used to describe an action that occurred before another action in the past. In this sentence, the Past Perfect tense is used to describe the eating that occurred before arriving at the party."
va,tenses,"If I had started the project earlier, I would have finished it by now, but unfortunately, I ___ still be working on it.","[""A. have"", ""B. will have"", ""C. had"", ""D. would have""]",C,hard,"The Past Perfect tense is used to describe an action that occurred before another action in the past. In this sentence, the Past Perfect tense is used to describe the working that occurred before finishing the project."
va,tenses,"By the time I finished my project, I ___ been working on it for over a year.","[""A. will have been working"", ""B. had been working"", ""C. have been working"", ""D. was working""]",B,hard,"The Past Perfect Continuous tense is used to describe an action that occurred before another action in the past and lasted for a certain period of time. In this sentence, the Past Perfect Continuous tense is used to describe the working that occurred before finishing the project."
va,tenses,"By the time I arrive, they _______ this project for three months.","[""A. will have finished"", ""B. have finished"", ""C. would have finished"", ""D. will finish""]",A,hard,The Future Perfect tense is used to describe an action that will be completed before a point in the future.
va,tenses,"If I won the lottery, I _______ a new house by now.","[""A. would buy"", ""B. buy"", ""C. have bought"", ""D. would have bought""]",D,hard,The Third Conditional is used to describe a hypothetical past situation and its possible outcome.
va,tenses,"By the time you get here, I _______ my homework for three hours.","[""A. will finish"", ""B. have finished"", ""C. would have finished"", ""D. will have finished""]",D,hard,The Future Perfect tense is used to describe an action that will be completed before a point in the future.
va,tenses,The teacher advised us _______ more practice before taking the test.,"[""A. to practice"", ""B. practice"", ""C. would practice"", ""D. should have practiced""]",D,hard,The Subjunctive mood is used to express a condition or a suggestion in a sentence.
va,tenses,They _______ their vacation in Europe for a month after they won the contest.,"[""A. will have spent"", ""B. have spent"", ""C. would have spent"", ""D. spend""]",C,hard,The Past Perfect tense is used to describe an action that occurred before another action in the past.
va,tenses,"If I _______ harder, I would have passed the exam.","[""A. had studied"", ""B. study"", ""C. will study"", ""D. would study""]",A,hard,The Third Conditional is used to describe a hypothetical past situation and its possible outcome.
va,tenses,The project _______ for five years before it was finally completed.,"[""A. will have been going"", ""B. has been going"", ""C. was going"", ""D. would have been going""]",B,hard,The Present Perfect Continuous tense is used to describe an action that started in the past and continues up to the present.
va,tenses,"By the time we arrived, they _______ their dinner for an hour.","[""A. would have eaten"", ""B. had eaten"", ""C. have eaten"", ""D. eat""]",B,hard,The Past Perfect tense is used to describe an action that occurred before another action in the past.
va,tenses,"If I _______ more money, I would have bought a new car.","[""A. had earned"", ""B. earn"", ""C. will earn"", ""D. would earn""]",A,hard,The Third Conditional is used to describe a hypothetical past situation and its possible outcome.
va,tenses,The company _______ its profits for the past five years.,"[""A. will have increased"", ""B. has increased"", ""C. was increasing"", ""D. would have increased""]",B,hard,The Present Perfect tense is used to describe an action that started in the past and has a connection to the present.
va,tenses,I would have finished this project by now if I hadn't ___ it last week.,"[""A. started"", ""B. been starting"", ""C. been started"", ""D. start""]",C,hard,The Subjunctive mood is used in the sentence to express a hypothetical or uncertain situation.
va,tenses,"The new employee has been working here for three months, and I'm surprised that she ___ any mistakes during her training.","[""A. made"", ""B. has made"", ""C. has been making"", ""D. will make""]",B,hard,The Present Perfect tense is used to express an action that started in the past and has a connection to the present.
va,tenses,"By the time I arrived, they ___ their homework for hours.","[""A. had done"", ""B. had been doing"", ""C. will have done"", ""D. were doing""]",B,hard,The Past Perfect Continuous tense is used to describe an action that started before another action in the past and continued up until that point.
va,tenses,It is essential that the manager _______ the report by tomorrow morning.,"[""A. will write"", ""B. writes"", ""C. be writing"", ""D. should write""]",D,hard,The Subjunctive mood is used in the sentence to express a suggestion or request.
va,tenses,"The company ___ profits for the past five years, but we're expecting a decline this quarter.","[""A. has made"", ""B. has been making"", ""C. was making"", ""D. makes""]",B,hard,"The Present Perfect Continuous tense is used to describe an action that started in the past and continues up until now, with a connection to the present."
va,tenses,"The scientist had been working on the project for years, and she finally _______ a breakthrough last month.","[""A. made"", ""B. had made"", ""C. was making"", ""D. had been making""]",D,hard,The Past Perfect Continuous tense is used to describe an action that started before another action in the past and continued up until that point.
va,tenses,"If I won the lottery, I _______ a mansion in the countryside.","[""A. would buy"", ""B. will buy"", ""C. will have bought"", ""D. would have bought""]",D,hard,The Second Conditional is used to describe an action that is unlikely to happen but would have a significant effect if it did.
va,tenses,"By next year, we _______ working in this company for five years.","[""A. will have been working"", ""B. will be working"", ""C. have been working"", ""D. are working""]",A,hard,The Future Perfect Continuous tense is used to describe an action that will be continuing up until a point in the future.
